temperature,humidity,vibrations,speed,temperature_status,humidity_status,vibrations_status,speed_status
39.07,69.54,1.65,30.83,HIGH,LOW,HIGH,NORMAL
36.05,69.48,0.9,78.05,MEDIUM,LOW,NORMAL,MEDIUM
34.61,68.15,1.19,6.29,MEDIUM,LOW,LOW,NORMAL
32.53,60.02,1.39,41.89,LOW,NORMAL,MEDIUM,NORMAL
26.72,64.42,1.31,62.5,NORMAL,NORMAL,MEDIUM,LOW
34.49,65.84,1.33,92.05,MEDIUM,NORMAL,MEDIUM,HIGH
32.09,60.73,0.99,95.33,LOW,NORMAL,NORMAL,HIGH
29.18,65.54,1.67,23.27,NORMAL,NORMAL,HIGH,NORMAL
30.34,60.82,1.44,81.86,LOW,NORMAL,MEDIUM,MEDIUM
37.89,61.89,0.95,48.97,MEDIUM,NORMAL,NORMAL,NORMAL
26.94,69.99,1,86.46,NORMAL,LOW,NORMAL,HIGH
34.78,62.79,1.33,77.93,MEDIUM,NORMAL,MEDIUM,MEDIUM
27.46,60.72,0.99,87.91,NORMAL,NORMAL,NORMAL,HIGH
28.81,60.74,1.27,61.21,NORMAL,NORMAL,LOW,LOW
36.84,66.66,1.63,46.73,MEDIUM,NORMAL,HIGH,NORMAL
31.18,63.21,1.39,80.54,LOW,NORMAL,MEDIUM,MEDIUM
33,62.05,1.25,15.32,LOW,NORMAL,LOW,NORMAL
27.59,62.37,1.35,22,NORMAL,NORMAL,MEDIUM,NORMAL
33.99,67.35,1.63,78.65,LOW,LOW,HIGH,MEDIUM
31.24,62.69,1.58,65.86,LOW,NORMAL,HIGH,LOW
33.97,69.93,1.55,17.23,LOW,LOW,HIGH,NORMAL
33.71,61.6,1.52,90.65,LOW,NORMAL,HIGH,HIGH
35.11,63.28,1.36,15.41,MEDIUM,NORMAL,MEDIUM,NORMAL
35.94,61.16,1.64,37.59,MEDIUM,NORMAL,HIGH,NORMAL
31.55,60.99,1.15,27.96,LOW,NORMAL,LOW,NORMAL
39.41,64.78,1.05,33.56,HIGH,NORMAL,NORMAL,NORMAL
26.96,64.29,1.09,89.22,NORMAL,NORMAL,NORMAL,HIGH
28,68.84,1.17,34.7,NORMAL,LOW,LOW,NORMAL
33.87,69.53,1.05,62.1,LOW,LOW,NORMAL,LOW
24.34,62.31,1.04,89.23,NORMAL,NORMAL,NORMAL,HIGH
34.06,62.89,1.32,42.61,MEDIUM,NORMAL,MEDIUM,NORMAL
27.24,69.62,1.4,54.56,NORMAL,LOW,MEDIUM,LOW
25.43,72.96,1.53,62.2,NORMAL,MEDIUM,HIGH,LOW
25.51,67.45,1.6,92.75,NORMAL,LOW,HIGH,HIGH
24.9,72.33,1.66,53.99,NORMAL,MEDIUM,HIGH,LOW
37.44,73.85,1.08,26.02,MEDIUM,HIGH,NORMAL,NORMAL
27.54,61.37,0.9,94.86,NORMAL,NORMAL,NORMAL,HIGH
35.15,66.45,1.45,67.55,MEDIUM,NORMAL,MEDIUM,LOW
30.17,67.45,1.53,9.13,LOW,LOW,HIGH,NORMAL
25.3,60.68,1.3,53.8,NORMAL,NORMAL,LOW,LOW
32.24,65.45,1.31,94.56,LOW,NORMAL,MEDIUM,HIGH
25.17,61.75,1.25,62.28,NORMAL,NORMAL,LOW,LOW
31.89,65.28,1.36,43.11,LOW,NORMAL,MEDIUM,NORMAL
32.11,74.13,1.54,95.51,LOW,HIGH,HIGH,HIGH
25.86,71.41,1.65,68.14,NORMAL,MEDIUM,HIGH,LOW
27.45,66.75,1.64,99.57,NORMAL,NORMAL,HIGH,HIGH
27.48,68.47,1.21,80.15,NORMAL,LOW,LOW,MEDIUM
31.26,63.39,1.49,92.6,LOW,NORMAL,MEDIUM,HIGH
29.91,65.68,1.2,67.76,NORMAL,NORMAL,LOW,LOW
33.44,63.21,1.39,60.24,LOW,NORMAL,MEDIUM,LOW
29.91,60.98,1.63,40.85,NORMAL,NORMAL,HIGH,NORMAL
30.16,65.1,1.25,63.96,LOW,NORMAL,LOW,LOW
32.89,71.48,1.27,58.62,LOW,MEDIUM,LOW,LOW
36.46,74.46,1.12,74.59,MEDIUM,HIGH,LOW,MEDIUM
38.81,71.71,1.11,9.82,HIGH,MEDIUM,LOW,NORMAL
33.28,70.32,1.09,34.88,LOW,MEDIUM,NORMAL,NORMAL
34.95,74.95,0.97,26.91,MEDIUM,HIGH,NORMAL,NORMAL
26.02,70.57,1.01,5.18,NORMAL,MEDIUM,NORMAL,NORMAL
29.45,69.83,0.99,68.78,NORMAL,LOW,NORMAL,LOW
36.33,64.33,1.5,47.8,MEDIUM,NORMAL,MEDIUM,NORMAL
30.37,65.91,1.6,72.4,LOW,NORMAL,HIGH,MEDIUM
26.6,71.24,1.23,13.55,NORMAL,MEDIUM,LOW,NORMAL
26.85,63.88,1.61,78.2,NORMAL,NORMAL,HIGH,MEDIUM
35.07,74.44,1.31,5.76,MEDIUM,HIGH,MEDIUM,NORMAL
35.69,61.82,1.12,68.19,MEDIUM,NORMAL,LOW,LOW
34.31,60.16,1.66,94.89,MEDIUM,NORMAL,HIGH,HIGH
36.41,70.22,1.23,24.7,MEDIUM,MEDIUM,LOW,NORMAL
36.64,63.52,0.96,21.88,MEDIUM,NORMAL,NORMAL,NORMAL
33.25,73.73,1.29,27.7,LOW,HIGH,LOW,NORMAL
37.59,62.21,1.04,94.73,MEDIUM,NORMAL,NORMAL,HIGH
30.41,69.56,1.01,75.53,LOW,LOW,NORMAL,MEDIUM
25.93,74.53,1.32,23.44,NORMAL,HIGH,MEDIUM,NORMAL
27.26,63.22,1.64,9.43,NORMAL,NORMAL,HIGH,NORMAL
24.22,67.42,1.32,95.43,NORMAL,LOW,MEDIUM,HIGH
32.35,61.65,1.23,17.6,LOW,NORMAL,LOW,NORMAL
35.54,66.67,1.29,83.81,MEDIUM,NORMAL,LOW,MEDIUM
38.31,72.58,1.28,68.5,HIGH,MEDIUM,LOW,LOW
33.85,66.68,1.47,24.96,LOW,NORMAL,MEDIUM,NORMAL
38.01,65.09,1.28,39.48,HIGH,NORMAL,LOW,NORMAL
38.76,72.37,1.42,70.44,HIGH,MEDIUM,MEDIUM,MEDIUM
30.57,67.14,1.06,64.02,LOW,LOW,NORMAL,LOW
26.71,61.55,1.63,98.86,NORMAL,NORMAL,HIGH,HIGH
35.88,64.96,1.1,45.59,MEDIUM,NORMAL,NORMAL,NORMAL
37.12,70.01,1.44,97.28,MEDIUM,MEDIUM,MEDIUM,HIGH
26.61,65.66,0.99,65.18,NORMAL,NORMAL,NORMAL,LOW
26.75,62.13,0.99,88.71,NORMAL,NORMAL,NORMAL,HIGH
36.51,73.99,1.14,49.37,MEDIUM,HIGH,LOW,NORMAL
30.59,71.35,1.05,60.38,LOW,MEDIUM,NORMAL,LOW
25.07,72.29,0.9,85.64,NORMAL,MEDIUM,NORMAL,HIGH
28.24,62.69,1.2,20.43,NORMAL,NORMAL,LOW,NORMAL
33.41,73.7,1.29,70.92,LOW,HIGH,LOW,MEDIUM
24.08,64.21,1.45,5.49,NORMAL,NORMAL,MEDIUM,NORMAL
36.98,62.43,1.59,94.57,MEDIUM,NORMAL,HIGH,HIGH
34.36,62.44,1.64,65.98,MEDIUM,NORMAL,HIGH,LOW
25.22,73.34,1.1,47.59,NORMAL,HIGH,NORMAL,NORMAL
31.73,60.29,1.39,41.31,LOW,NORMAL,MEDIUM,NORMAL
24.48,69.57,1.21,49.5,NORMAL,LOW,LOW,NORMAL
31.85,62.29,0.91,10.83,LOW,NORMAL,NORMAL,NORMAL
36.79,69.44,1.03,81.74,MEDIUM,LOW,NORMAL,MEDIUM
24.7,73.68,1.22,6.08,NORMAL,HIGH,LOW,NORMAL
27.03,68.36,1.36,54.46,NORMAL,LOW,MEDIUM,LOW
30.61,63.7,0.95,82.53,LOW,NORMAL,NORMAL,MEDIUM
31.29,71.99,1.38,70.39,LOW,MEDIUM,MEDIUM,MEDIUM
38.21,60.27,1.45,20.87,HIGH,NORMAL,MEDIUM,NORMAL
38.1,67.43,1.43,78.61,HIGH,LOW,MEDIUM,MEDIUM
29.08,62.2,1.4,92,NORMAL,NORMAL,MEDIUM,HIGH
27.74,67.72,1.21,80.34,NORMAL,LOW,LOW,MEDIUM
29.49,61.72,1.11,78.8,NORMAL,NORMAL,LOW,MEDIUM
24.37,66.19,1.34,39.07,NORMAL,NORMAL,MEDIUM,NORMAL
37.87,69.17,1.02,56.65,MEDIUM,LOW,NORMAL,LOW
31.62,69.98,1.49,80.19,LOW,LOW,MEDIUM,MEDIUM
34.07,65.69,1.64,82.96,MEDIUM,NORMAL,HIGH,MEDIUM
27.73,68.2,1.47,25.52,NORMAL,LOW,MEDIUM,NORMAL
29.95,62.96,1.47,64.7,NORMAL,NORMAL,MEDIUM,LOW
26.27,67.41,1.18,80.07,NORMAL,LOW,LOW,MEDIUM
34.95,71.99,1.09,47.59,MEDIUM,MEDIUM,NORMAL,NORMAL
29.01,61.3,1.48,23.3,NORMAL,NORMAL,MEDIUM,NORMAL
30.63,65.14,1.23,24.16,LOW,NORMAL,LOW,NORMAL
27.39,64.6,1.33,68.69,NORMAL,NORMAL,MEDIUM,LOW
28.2,73.64,1.6,19.73,NORMAL,HIGH,HIGH,NORMAL
27.48,62.94,1.04,50.67,NORMAL,NORMAL,NORMAL,LOW
29.73,64.5,1.34,53.19,NORMAL,NORMAL,MEDIUM,LOW
29.06,73.34,1.53,18.6,NORMAL,HIGH,HIGH,NORMAL
38.88,70.83,1.51,29.55,HIGH,MEDIUM,HIGH,NORMAL
27.29,70.34,1.65,28.18,NORMAL,MEDIUM,HIGH,NORMAL
32.58,65.33,1.36,55.61,LOW,NORMAL,MEDIUM,LOW
32.32,72.17,1.55,71.19,LOW,MEDIUM,HIGH,MEDIUM
24.89,65,0.93,24.17,NORMAL,NORMAL,NORMAL,NORMAL
36.32,64.2,1.46,38.99,MEDIUM,NORMAL,MEDIUM,NORMAL
26.83,67.45,0.95,64.16,NORMAL,LOW,NORMAL,LOW
33.58,68.85,0.92,79.01,LOW,LOW,NORMAL,MEDIUM
26.7,66.89,1.01,52.68,NORMAL,NORMAL,NORMAL,LOW
33.57,63.81,0.97,42.69,LOW,NORMAL,NORMAL,NORMAL
30.66,73.84,1.53,9.13,LOW,HIGH,HIGH,NORMAL
26.26,74.59,0.94,78.17,NORMAL,HIGH,NORMAL,MEDIUM
31.54,69.64,0.96,68.21,LOW,LOW,NORMAL,LOW
25.61,73.67,1.19,65.45,NORMAL,HIGH,LOW,LOW
27.18,62.75,1.04,48.92,NORMAL,NORMAL,NORMAL,NORMAL
31.12,61.44,1.43,82.51,LOW,NORMAL,MEDIUM,MEDIUM
37.33,65.46,1.34,84.48,MEDIUM,NORMAL,MEDIUM,MEDIUM
33.36,68.33,1.15,95.55,LOW,LOW,LOW,HIGH
27.89,70.15,1.02,81.75,NORMAL,MEDIUM,NORMAL,MEDIUM
39.08,69.6,1.38,88.15,HIGH,LOW,MEDIUM,HIGH
33.54,64.21,1.03,42.89,LOW,NORMAL,NORMAL,NORMAL
35.1,72.44,1.29,16.55,MEDIUM,MEDIUM,LOW,NORMAL
28.13,70.75,1.61,10.33,NORMAL,MEDIUM,HIGH,NORMAL
36.18,70.94,1.46,97.47,MEDIUM,MEDIUM,MEDIUM,HIGH
38.79,63.03,1.62,80,HIGH,NORMAL,HIGH,MEDIUM
36.76,63.45,1.07,90.77,MEDIUM,NORMAL,NORMAL,HIGH
31.56,66.96,0.91,17.3,LOW,NORMAL,NORMAL,NORMAL
31.04,63.6,0.99,87.65,LOW,NORMAL,NORMAL,HIGH
40,69.95,1.7,54.5,HIGH,LOW,HIGH,LOW
34.38,74.07,1.67,52.97,MEDIUM,HIGH,HIGH,LOW
37.3,60.43,1.44,93.21,MEDIUM,NORMAL,MEDIUM,HIGH
35.34,61.71,1.18,21.72,MEDIUM,NORMAL,LOW,NORMAL
24.76,68.01,1.49,54.7,NORMAL,LOW,MEDIUM,LOW
31.18,67.8,1.02,92.35,LOW,LOW,NORMAL,HIGH
24.13,66.64,1.01,76.65,NORMAL,NORMAL,NORMAL,MEDIUM
34.38,71.41,1.34,35.45,MEDIUM,MEDIUM,MEDIUM,NORMAL
30.35,69.49,1.02,14.93,LOW,LOW,NORMAL,NORMAL
35.73,62.83,0.97,22.5,MEDIUM,NORMAL,NORMAL,NORMAL
33.96,64.98,1.2,68.27,LOW,NORMAL,LOW,LOW
36.44,63.05,1.69,9.42,MEDIUM,NORMAL,HIGH,NORMAL
27.71,69.82,1.52,23.73,NORMAL,LOW,HIGH,NORMAL
29.14,71.52,1.53,52.6,NORMAL,MEDIUM,HIGH,LOW
25.91,69,1.34,80.62,NORMAL,LOW,MEDIUM,MEDIUM
33.2,72.36,1.19,62.55,LOW,MEDIUM,LOW,LOW
37.69,62.46,1.6,8.88,MEDIUM,NORMAL,HIGH,NORMAL
26.29,72.11,1.04,42.01,NORMAL,MEDIUM,NORMAL,NORMAL
36.36,67.39,0.95,87.79,MEDIUM,LOW,NORMAL,HIGH
28.2,65.82,1.46,6.38,NORMAL,NORMAL,MEDIUM,NORMAL
37.46,63.95,1.48,14.7,MEDIUM,NORMAL,MEDIUM,NORMAL
39.7,67.2,0.92,32.11,HIGH,LOW,NORMAL,NORMAL
33.33,68.16,1.06,54.96,LOW,LOW,NORMAL,LOW
28.84,64.65,0.96,85.01,NORMAL,NORMAL,NORMAL,HIGH
33.05,68.06,1.57,12.28,LOW,LOW,HIGH,NORMAL
29.9,62.99,1.26,54.5,NORMAL,NORMAL,LOW,LOW
37.05,71.57,0.93,23.63,MEDIUM,MEDIUM,NORMAL,NORMAL
31.36,69.87,1.4,63.47,LOW,LOW,MEDIUM,LOW
30.11,62.39,1.65,59.54,LOW,NORMAL,HIGH,LOW
24.87,62.91,1.63,23.39,NORMAL,NORMAL,HIGH,NORMAL
35.98,63.31,1.55,47.45,MEDIUM,NORMAL,HIGH,NORMAL
34.27,62.09,0.92,39.12,MEDIUM,NORMAL,NORMAL,NORMAL
25.45,67.32,1.53,29.84,NORMAL,LOW,HIGH,NORMAL
30.55,67.87,1.24,31,LOW,LOW,LOW,NORMAL
38.22,73.78,1.38,63.97,HIGH,HIGH,MEDIUM,LOW
39.22,72.03,1.02,30.57,HIGH,MEDIUM,NORMAL,NORMAL
30.24,62.59,1.37,37.58,LOW,NORMAL,MEDIUM,NORMAL
24.17,61.86,0.96,74.56,NORMAL,NORMAL,NORMAL,MEDIUM
35.25,69.5,1.68,69.17,MEDIUM,LOW,HIGH,LOW
34.44,72.06,1.17,85.25,MEDIUM,MEDIUM,LOW,HIGH
38.51,65.71,1.11,69.36,HIGH,NORMAL,LOW,LOW
31.57,71.58,0.95,89.05,LOW,MEDIUM,NORMAL,HIGH
33.61,62.23,1.41,86.33,LOW,NORMAL,MEDIUM,HIGH
39.7,63.99,0.93,56.59,HIGH,NORMAL,NORMAL,LOW
35.85,71.68,1.01,32.48,MEDIUM,MEDIUM,NORMAL,NORMAL
27.17,70.46,1.18,22.3,NORMAL,MEDIUM,LOW,NORMAL
27.05,68.8,1.18,28.06,NORMAL,LOW,LOW,NORMAL
39.66,73.97,0.9,96.34,HIGH,HIGH,NORMAL,HIGH
39.47,74.64,1.35,99.39,HIGH,HIGH,MEDIUM,HIGH
25.13,71.96,1.42,64.39,NORMAL,MEDIUM,MEDIUM,LOW
24.98,73.94,0.95,46.64,NORMAL,HIGH,NORMAL,NORMAL
31.75,65.73,1.31,47.47,LOW,NORMAL,MEDIUM,NORMAL
32.56,74.82,1.26,95.28,LOW,HIGH,LOW,HIGH
26.02,67.83,1.1,25.62,NORMAL,LOW,NORMAL,NORMAL
38.6,64.17,1.7,80.99,HIGH,NORMAL,HIGH,MEDIUM
31.11,70.7,1.49,93.3,LOW,MEDIUM,MEDIUM,HIGH
38.53,68.1,1.7,55.02,HIGH,LOW,HIGH,LOW
36.87,67.93,1.04,85.12,MEDIUM,LOW,NORMAL,HIGH
27,61.74,1.01,90.11,NORMAL,NORMAL,NORMAL,HIGH
36.9,74.93,1.68,85.31,MEDIUM,HIGH,HIGH,HIGH
28.74,66.56,1,21.2,NORMAL,NORMAL,NORMAL,NORMAL
32,62.74,1.62,69.32,LOW,NORMAL,HIGH,LOW
28.28,74.36,1.06,28.97,NORMAL,HIGH,NORMAL,NORMAL
33.83,71.61,1.04,72.14,LOW,MEDIUM,NORMAL,MEDIUM
38.03,73.82,1.16,10.47,HIGH,HIGH,LOW,NORMAL
35.87,71.77,1.58,10.26,MEDIUM,MEDIUM,HIGH,NORMAL
27.4,66.27,1.05,78.15,NORMAL,NORMAL,NORMAL,MEDIUM
37.76,69.93,1.03,17.34,MEDIUM,LOW,NORMAL,NORMAL
37.28,73.88,1.09,14.47,MEDIUM,HIGH,NORMAL,NORMAL
35.93,74.61,1.24,79.11,MEDIUM,HIGH,LOW,MEDIUM
24.41,69.1,1.11,11.38,NORMAL,LOW,LOW,NORMAL
39.98,63.34,1.42,82.15,HIGH,NORMAL,MEDIUM,MEDIUM
38.6,63.47,1.31,21.23,HIGH,NORMAL,MEDIUM,NORMAL
35.33,70.27,1.07,10.43,MEDIUM,MEDIUM,NORMAL,NORMAL
35.18,63.82,1.58,42.99,MEDIUM,NORMAL,HIGH,NORMAL
39.51,72,1.19,64.87,HIGH,MEDIUM,LOW,LOW
35.88,60.18,1.17,92.14,MEDIUM,NORMAL,LOW,HIGH
32.62,64.57,1.17,86.16,LOW,NORMAL,LOW,HIGH
33.28,67.12,1.43,20.22,LOW,LOW,MEDIUM,NORMAL
39.48,73.87,1.45,25.25,HIGH,HIGH,MEDIUM,NORMAL
24.98,65.05,1.57,29.31,NORMAL,NORMAL,HIGH,NORMAL
39.63,73.14,1.25,40.33,HIGH,HIGH,LOW,NORMAL
36.99,68.29,1.08,60.28,MEDIUM,LOW,NORMAL,LOW
27.56,68.82,1.55,20.72,NORMAL,LOW,HIGH,NORMAL
38.49,60.9,0.94,38.02,HIGH,NORMAL,NORMAL,NORMAL
29.66,69.1,1.52,49.22,NORMAL,LOW,HIGH,NORMAL
29,69.44,1.54,85.86,NORMAL,LOW,HIGH,HIGH
29.9,63.22,1.38,84.98,NORMAL,NORMAL,MEDIUM,MEDIUM
26.82,67.2,1.5,66.56,NORMAL,LOW,MEDIUM,LOW
24.65,62.57,1.15,70.71,NORMAL,NORMAL,LOW,MEDIUM
24.93,64.36,1.13,99.25,NORMAL,NORMAL,LOW,HIGH
37.66,60.33,1.11,23.24,MEDIUM,NORMAL,LOW,NORMAL
29.49,63.13,1.56,91.13,NORMAL,NORMAL,HIGH,HIGH
38.48,70.41,1.08,35.77,HIGH,MEDIUM,NORMAL,NORMAL
31.47,68.79,1.43,86.66,LOW,LOW,MEDIUM,HIGH
38.79,64.07,1.12,71.47,HIGH,NORMAL,LOW,MEDIUM
31.59,70.4,1.06,93.93,LOW,MEDIUM,NORMAL,HIGH
25.15,65.73,1.7,43.6,NORMAL,NORMAL,HIGH,NORMAL
28.14,64.6,1.27,9.13,NORMAL,NORMAL,LOW,NORMAL
33.85,63.72,1.68,67.58,LOW,NORMAL,HIGH,LOW
29.88,74.4,1.09,24.92,NORMAL,HIGH,NORMAL,NORMAL
24.24,72.79,1.69,49.35,NORMAL,MEDIUM,HIGH,NORMAL
37,68.36,1.32,48.48,MEDIUM,LOW,MEDIUM,NORMAL
32.69,61.47,1.35,6.06,LOW,NORMAL,MEDIUM,NORMAL
29.57,73.83,1.33,15.09,NORMAL,HIGH,MEDIUM,NORMAL
25.93,60.15,1.5,28.61,NORMAL,NORMAL,MEDIUM,NORMAL
35.72,64.77,1.34,60.24,MEDIUM,NORMAL,MEDIUM,LOW
29.91,72.18,1.14,13.04,NORMAL,MEDIUM,LOW,NORMAL
28.17,71.47,1.42,60.25,NORMAL,MEDIUM,MEDIUM,LOW
29.08,70.8,1.35,68.21,NORMAL,MEDIUM,MEDIUM,LOW
29.64,66.3,1.59,42.58,NORMAL,NORMAL,HIGH,NORMAL
37.11,62.66,1.52,15.62,MEDIUM,NORMAL,HIGH,NORMAL
38.28,60.08,1.68,40.49,HIGH,NORMAL,HIGH,NORMAL
26.66,72.68,1.01,60.4,NORMAL,MEDIUM,NORMAL,LOW
35.28,61.16,0.95,71.55,MEDIUM,NORMAL,NORMAL,MEDIUM
25.53,67.34,1.34,67.91,NORMAL,LOW,MEDIUM,LOW
27.66,63.62,0.96,86.22,NORMAL,NORMAL,NORMAL,HIGH
29.55,62.69,1.27,91.32,NORMAL,NORMAL,LOW,HIGH
29.96,69.3,0.97,7.53,NORMAL,LOW,NORMAL,NORMAL
35.12,68.01,1.36,72.83,MEDIUM,LOW,MEDIUM,MEDIUM
35.42,61.69,1.61,76.38,MEDIUM,NORMAL,HIGH,MEDIUM
38.28,70.75,1.01,26.75,HIGH,MEDIUM,NORMAL,NORMAL
37.46,67.58,1.23,31.9,MEDIUM,LOW,LOW,NORMAL
27.62,74.76,1.02,64.69,NORMAL,HIGH,NORMAL,LOW
36.17,72.02,1.09,93.41,MEDIUM,MEDIUM,NORMAL,HIGH
32.6,74.01,1.63,42.78,LOW,HIGH,HIGH,NORMAL
27.29,62.31,1.62,60.37,NORMAL,NORMAL,HIGH,LOW
32.89,73.08,1.18,89.76,LOW,HIGH,LOW,HIGH
29.97,64.44,1.23,77.93,NORMAL,NORMAL,LOW,MEDIUM
39.35,71.23,1.48,33.87,HIGH,MEDIUM,MEDIUM,NORMAL
24.76,62.06,1.57,17.2,NORMAL,NORMAL,HIGH,NORMAL
32.46,64.54,0.94,84.23,LOW,NORMAL,NORMAL,MEDIUM
26.72,62.38,1.51,49.64,NORMAL,NORMAL,HIGH,NORMAL
34.6,71.31,0.94,79.43,MEDIUM,MEDIUM,NORMAL,MEDIUM
39.59,60.29,1.12,8.55,HIGH,NORMAL,LOW,NORMAL
34.78,65.06,1.68,33.87,MEDIUM,NORMAL,HIGH,NORMAL
25.37,62.73,1.62,84.76,NORMAL,NORMAL,HIGH,MEDIUM
38.28,60.91,0.94,8.26,HIGH,NORMAL,NORMAL,NORMAL
38.52,73.64,1.02,47,HIGH,HIGH,NORMAL,NORMAL
39.69,69.96,1.62,97.09,HIGH,LOW,HIGH,HIGH
31.22,63.5,1.21,96.6,LOW,NORMAL,LOW,HIGH
25.29,70,1.11,79.24,NORMAL,LOW,LOW,MEDIUM
25.35,66.24,1.07,37.99,NORMAL,NORMAL,NORMAL,NORMAL
31.23,64.66,0.94,85.95,LOW,NORMAL,NORMAL,HIGH
33.06,68.14,1.3,35,LOW,LOW,LOW,NORMAL
32.38,67.31,1.16,58.31,LOW,LOW,LOW,LOW
38.4,72.15,1.06,58.64,HIGH,MEDIUM,NORMAL,LOW
30.7,70.37,0.94,28.27,LOW,MEDIUM,NORMAL,NORMAL
35.89,63.79,0.9,50.56,MEDIUM,NORMAL,NORMAL,LOW
30.65,71.19,1.43,87.32,LOW,MEDIUM,MEDIUM,HIGH
25.51,62.5,1.32,50.51,NORMAL,NORMAL,MEDIUM,LOW
31.87,73.11,1.29,21.6,LOW,HIGH,LOW,NORMAL
36.02,67.76,1.5,87.01,MEDIUM,LOW,MEDIUM,HIGH
30.92,71.87,1.15,63.81,LOW,MEDIUM,LOW,LOW
24.27,71.46,1.26,76.61,NORMAL,MEDIUM,LOW,MEDIUM
32.16,72.23,1.22,6.93,LOW,MEDIUM,LOW,NORMAL
35.98,63.4,0.95,62.35,MEDIUM,NORMAL,NORMAL,LOW
31.19,66.37,0.92,65.88,LOW,NORMAL,NORMAL,LOW
30.81,62.96,0.96,19.32,LOW,NORMAL,NORMAL,NORMAL
32.18,74.41,1.06,77.86,LOW,HIGH,NORMAL,MEDIUM
27.81,65.99,1.52,93.62,NORMAL,NORMAL,HIGH,HIGH
31.19,66.55,1.23,79.19,LOW,NORMAL,LOW,MEDIUM
28.1,73.38,1.51,49.23,NORMAL,HIGH,HIGH,NORMAL
36.72,66.9,1.6,41.04,MEDIUM,NORMAL,HIGH,NORMAL
30.28,68.32,1.14,47.42,LOW,LOW,LOW,NORMAL
30.94,74.09,1.18,66.05,LOW,HIGH,LOW,LOW
24.77,74.47,1.43,56.55,NORMAL,HIGH,MEDIUM,LOW
31.86,73.65,1.57,55.74,LOW,HIGH,HIGH,LOW
25.39,61.54,1.57,34.37,NORMAL,NORMAL,HIGH,NORMAL
28.57,71.91,1.58,45.07,NORMAL,MEDIUM,HIGH,NORMAL
32.37,65.72,1.43,35.76,LOW,NORMAL,MEDIUM,NORMAL
36.01,71.24,1.4,84.57,MEDIUM,MEDIUM,MEDIUM,MEDIUM
29.23,65.26,1.46,87.39,NORMAL,NORMAL,MEDIUM,HIGH
27.67,61.77,1.37,9.42,NORMAL,NORMAL,MEDIUM,NORMAL
24.53,67.35,1.06,88.22,NORMAL,LOW,NORMAL,HIGH
28.84,71.35,1.37,75.58,NORMAL,MEDIUM,MEDIUM,MEDIUM
27.37,63.77,1.1,28.66,NORMAL,NORMAL,NORMAL,NORMAL
26.77,61.25,1.1,98.8,NORMAL,NORMAL,NORMAL,HIGH
35.06,60.21,1.52,14.83,MEDIUM,NORMAL,HIGH,NORMAL
28.56,63.73,1.42,62.69,NORMAL,NORMAL,MEDIUM,LOW
30.74,61.96,1.34,98.56,LOW,NORMAL,MEDIUM,HIGH
28.63,60.52,0.98,96.9,NORMAL,NORMAL,NORMAL,HIGH
26.22,71.41,1.54,71.23,NORMAL,MEDIUM,HIGH,MEDIUM
31.92,70.32,1.66,20.05,LOW,MEDIUM,HIGH,NORMAL
28.76,73.37,1.4,55.43,NORMAL,HIGH,MEDIUM,LOW
31.67,73.53,1.53,80.61,LOW,HIGH,HIGH,MEDIUM
39.22,70.8,1.27,14.02,HIGH,MEDIUM,LOW,NORMAL
24.21,72,1.06,37.02,NORMAL,MEDIUM,NORMAL,NORMAL
27.09,67.76,1.08,7.71,NORMAL,LOW,NORMAL,NORMAL
38.32,73.53,1,88.55,HIGH,HIGH,NORMAL,HIGH
32.65,67.11,1.12,50.36,LOW,LOW,LOW,LOW
26.08,69.12,1.25,84.04,NORMAL,LOW,LOW,MEDIUM
31.33,70.15,1.16,28.79,LOW,MEDIUM,LOW,NORMAL
39.5,65.09,1.56,14.89,HIGH,NORMAL,HIGH,NORMAL
31.58,66.36,1.53,60.78,LOW,NORMAL,HIGH,LOW
34.14,71.26,0.95,53.54,MEDIUM,MEDIUM,NORMAL,LOW
25.7,64.87,1.52,62.83,NORMAL,NORMAL,HIGH,LOW
39.59,71.53,1.5,16.29,HIGH,MEDIUM,MEDIUM,NORMAL
30.34,68.4,1.69,79.7,LOW,LOW,HIGH,MEDIUM
32.67,73.58,1.29,40.12,LOW,HIGH,LOW,NORMAL
24.15,66.92,1.27,17.53,NORMAL,NORMAL,LOW,NORMAL
37.2,71.49,1.7,23.87,MEDIUM,MEDIUM,HIGH,NORMAL
39.26,62.85,1.22,51.46,HIGH,NORMAL,LOW,LOW
34.9,68.67,1.33,38.07,MEDIUM,LOW,MEDIUM,NORMAL
26.37,71.99,1,63.91,NORMAL,MEDIUM,NORMAL,LOW
27.74,74.73,1.62,25.54,NORMAL,HIGH,HIGH,NORMAL
24.72,73.55,1.58,34.55,NORMAL,HIGH,HIGH,NORMAL
39.36,60.86,1.1,64.47,HIGH,NORMAL,NORMAL,LOW
30.19,62.56,1.62,91.24,LOW,NORMAL,HIGH,HIGH
38.41,67.92,1.11,82.2,HIGH,LOW,LOW,MEDIUM
26.33,65.9,1.66,5.36,NORMAL,NORMAL,HIGH,NORMAL
37.29,74.73,1.55,65.26,MEDIUM,HIGH,HIGH,LOW
39.01,63.42,1.09,67.44,HIGH,NORMAL,NORMAL,LOW
28.73,69.67,1.18,17.55,NORMAL,LOW,LOW,NORMAL
